Domestic Opening,Name,Domestic Distributor,Earliest Release Date,MPAA,Running Time,Genres,Overview,Actors,Film makers
"$85,171,450",Fifty Shades of Grey,Universal Pictures,"February 11, 2015 (APAC, EMEA)",R,2 hr 5 min,,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford']","['Sam Taylor-Johnson', 'Kelly Marcel', 'E.L. James', 'Dana Brunetti', 'Michael De Luca', 'E.L. James', 'Danny Elfman', 'Seamus McGarvey', 'Anne V. Coates', 'Lisa Gunning', 'Debra Neil-Fisher', 'David Wasco']"
"$67,877,361",Cinderella,Walt Disney Studios Motion Pictures,"March 11, 2015 (Egypt)",PG,1 hr 45 min,,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.","['Lily James', 'Cate Blanchett', 'Richard Madden', 'Helena Bonham Carter']","['Kenneth Branagh', 'Chris Weitz', 'Charles Perrault', 'David Barron', 'Simon Kinberg', 'Allison Shearmur', 'Patrick Doyle', 'Haris Zambarloukos', 'Martin Walsh', 'Dante Ferretti']"
"$57,225,526",Ant-Man,Walt Disney Studios Motion Pictures,"July 10, 2015 (Bulgaria)",PG-13,1 hr 57 min,,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.","['Paul Rudd', 'Michael Douglas', 'Corey Stoll', 'Evangeline Lilly']","['Peyton Reed', 'Edgar Wright', 'Joe Cornish', 'Adam McKay', 'Paul Rudd', 'Edgar Wright', 'Joe Cornish', 'Stan Lee', 'Larry Lieber', 'Jack Kirby', 'Kevin Feige', 'Christophe Beck', 'Russell Carpenter', 'Dan Lebental', 'Colby Parker Jr.', 'Shepherd Frankel']"
"$48,464,322",Hotel Transylvania 2,Sony Pictures Releasing,"September 21, 2015 (United Arab Emirates)",PG,1 hr 29 min,,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James']","['Genndy Tartakovsky', 'Robert Smigel', 'Adam Sandler', 'Todd Durham', 'Michelle Murdocca', 'Mark Mothersbaugh', 'Catherine Apple', 'Michael Kurinsky']"
"$54,588,173",San Andreas,Warner Bros.,"May 22, 2015 (EMEA, APAC)",PG-13,1 hr 54 min,,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.","['Dwayne Johnson', 'Carla Gugino', 'Alexandra Daddario', 'Colton Haynes']","['Brad Peyton', 'Carlton Cuse', 'Andre Fabrizio', 'Jeremy Passmore', 'Beau Flynn', 'Andrew Lockington', 'Steve Yedlin', 'Bob Ducsay', 'Barry Chusid']"
"$27,018,486",Terminator Genisys,Paramount Pictures,"June 25, 2015 (6 markets)",PG-13,2 hr 6 min,,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.","['Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke', 'Jai Courtney']","['Alan Taylor', 'Laeta Kalogridis', 'Patrick Lussier', 'James Cameron', 'Gale Anne Hurd', 'David Ellison', 'Dana Goldberg', 'Lorne Balfe', 'Kramer Morgenthau', 'Roger Barton', 'Neil Spisak']"
"$36,206,331",Kingsman: The Secret Service,Twentieth Century Fox,"January 30, 2015 (EMEA)",R,2 hr 9 min,,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","['Colin Firth', 'Taron Egerton', 'Samuel L. Jackson', 'Michael Caine']","['Matthew Vaughn', 'Jane Goldman', 'Matthew Vaughn', 'Mark Millar', 'Dave Gibbons', 'Adam Bohling', 'David Reid', 'Matthew Vaughn', 'Henry Jackman', 'Matthew Margeson', 'George Richmond', 'Eddie Hamilton', 'Jon Harris', 'Paul Kirby']"
"$21,074",Monster Hunt,FilmRise,"July 16, 2015 (APAC, China)",,1 hr 57 min,Adventure Comedy Fantasy,"Human and monsters have lived in their separate worlds, but after the birth of Wuba, the last of the monster kings, begins the adventure to bring the two races together.","['Baihe Bai', 'Boran Jing', 'Wu Jiang', 'Elaine Jin']","['Raman Hui', 'Alan Yuen', 'Alan Yuen', 'William Kong', 'Doris Tse', 'Chung-Man Yee', 'Alan Yuen', 'Leon Ko', 'Anthony Pun', 'Ka-Fai Cheung', 'Yôhei Taneda']"
"$52,107,731",Home,Twentieth Century Fox,"March 19, 2015 (APAC, EMEA)",PG,1 hr 34 min,,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","['Jim Parsons', 'Rihanna', 'Steve Martin', 'Jennifer Lopez']","['Tim Johnson', 'Tom J. Astle', 'Matt Ember', 'Adam Rex', 'Suzanne Buirgy', 'Christopher Jenkins', 'Mireille Soria', 'Lorne Balfe', 'Stargate', 'Nick Fletcher', 'Kathy Altieri']"
"$45,428,128",Mad Max: Fury Road,Warner Bros.,"May 7, 2015 (Ukraine)",R,2 hr,,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.","['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Zoë Kravitz']","['George Miller', 'George Miller', 'Brendan McCarthy', 'Nick Lathouris', 'George Miller', 'Doug Mitchell', 'P.J. Voeten', 'Tom Holkenborg', 'John Seale', 'Margaret Sixel', 'Colin Gibson']"
"$39,155,217",The Good Dinosaur,Walt Disney Studios Motion Pictures,"November 25, 2015 (7 markets)",PG,1 hr 33 min,Adventure Animation Comedy Drama Family Fantasy,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.","['Jeffrey Wright', 'Frances McDormand', 'Maleah Nipay-Padilla', 'Ryan Teeple']","['Peter Sohn', 'Bob Peterson', 'Peter Sohn', 'Erik Benson', 'Meg LeFauve', 'Kelsey Mann', 'Bob Peterson', 'Meg LeFauve', 'Peter Hedges', 'Adrian Molina', 'Denise Ream', 'Jeff Danna', 'Mychael Danna', 'Stephen Schaffer', 'Harley Jessup', 'Daniel Lopez Muñoz']"
"$39,201,657",Taken 3,Twentieth Century Fox,"January 1, 2015 (APAC)",PG-13,1 hr 48 min,,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.","['Liam Neeson', 'Forest Whitaker', 'Maggie Grace', 'Famke Janssen']","['Olivier Megaton', 'Luc Besson', 'Robert Mark Kamen', 'Luc Besson', 'Robert Mark Kamen', 'Luc Besson', 'Nathaniel Méchaly', 'Eric Kress', 'Audrey Simonaud', 'Nicolas Trembasiewicz', 'Sébastien Inizan']"
"$55,365,012",The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,"January 28, 2015 (Belgium)",PG,1 hr 32 min,,"When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his friends team up in order to get it back.","['Tom Kenny', 'Antonio Banderas', 'Bill Fagerbakke', 'Clancy Brown']","['Paul Tibbitt', 'Mike Mitchell', 'Jonathan Aibel', 'Glenn Berger', 'Stephen Hillenburg', 'Paul Tibbitt', 'Stephen Hillenburg', 'Derek Drymon', 'Tim Hill', 'Nick Jennings', 'Vincent Waller', 'Mary Parent', 'Paul Tibbitt', 'John Debney', 'Phil Meheux', 'David Ian Salter', 'Luke Freeborn']"
"$30,316,510",Maze Runner: The Scorch Trials,Twentieth Century Fox,"September 9, 2015 (APAC)",PG-13,2 hr 11 min,,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.","[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Giancarlo Esposito']","['Wes Ball', 'T.S. Nowlin', 'James Dashner', 'Marty Bowen', 'Wyck Godfrey', 'Ellen Goldsmith-Vein', 'Joe Hartwick Jr.', 'Lee Stollman', 'John Paesano', 'Gyula Pados', 'Dan Zimmerman', 'Daniel T. Dorrance']"
"$52,263,680",The Divergent Series: Insurgent,Lionsgate Films,"March 18, 2015 (APAC, EMEA)",PG-13,1 hr 59 min,,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,"['Shailene Woodley', 'Ansel Elgort', 'Theo James', 'Kate Winslet']","['Robert Schwentke', 'Brian Duffield', 'Akiva Goldsman', 'Mark Bomback', 'Veronica Roth', 'Lucy Fisher', 'Pouya Shahbazian', 'Douglas Wick', 'Joseph Trapanese', 'Florian Ballhaus', 'Stuart Levy', 'Nancy Richardson', 'Alec Hammond']"
"$69,216,890",Pitch Perfect 2,Universal Pictures,"May 7, 2015 (APAC)",PG-13,1 hr 55 min,,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.","['Anna Kendrick', 'Rebel Wilson', 'Hailee Steinfeld', 'Brittany Snow']","['Elizabeth Banks', 'Kay Cannon', 'Mickey Rapkin', 'Elizabeth Banks', 'Paul Brooks', 'Max Handelman', 'Mark Mothersbaugh', 'Jim Denault', 'Craig Alpert', 'Toby Corbett']"
"$279,974",Mojin: The Lost Legend,Well Go USA Entertainment,"December 17, 2015 (China, APAC)",,2 hr 7 min,Action Adventure Drama Fantasy Horror Mystery Thriller,"In 1969 PRChina, two men survive a supernatural tomb. They later become tomb raiders with Shirley/Shu Qi. 20 years later in NYC, one is hired to find that tomb again and the 2 friends follow later.","['Kun Chen', 'Huang Bo', 'Shu Qi', 'Angelababy']","['Wuershan', 'Chia-Lu Chang', 'Muye Zhang', 'Qinan Wang', 'Muye Zhang', 'Kuo-Fu Chen', 'Kun Tao', 'Xuejun Wu', 'Jerry Ye', 'Kôji Endô', 'Jake Pollock', 'Yi Hao', 'Roxy Martinez']"
"$537,736",Lost in Hong Kong,Well Go USA Entertainment,"September 24, 2015 (APAC)",,1 hr 54 min,Action Adventure Comedy Crime Family Romance Thriller,"The film follows Xu Lai, a former artist whose dreams were dashed when the responsibilities of life set in. With his life now revolving around his wife Cai Bo who is obsessed with having children, the quirks of his eccentric family and his mediocre, ordinary existence, Xu Lai hopes to reconnect with his first love Yang YIi on an upcoming vacation. However, his hopes are dashed when he finds himself wrapped up in a murder investigation that proves truth is often stranger than fiction.","['Zheng Xu', 'Wei Zhao', ""Bei'er Bao"", 'Du Juan']","['Zheng Xu', 'Huan Shu', 'Zheng Xu', 'Fei Peng', 'Xiaofei Song']"
"$44,213,073",The Peanuts Movie,Twentieth Century Fox,"October 29, 2015 (Czech Republic)",G,1 hr 28 min,,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.","['Noah Schnapp', 'Bill Melendez', 'Hadley Belle Miller', 'Francesca Capaldi']","['Steve Martino', 'Craig Schulz', 'Bryan Schulz', 'Cornelius Uliano', 'Charles M. Schulz', 'Paul Feig', 'Bryan Schulz', 'Craig Schulz', 'Michael J. Travers', 'Cornelius Uliano', 'Christophe Beck', 'Renato Falcão', 'Christopher Campbell', 'Randy Trager', 'Ralph Eggleston']"
"$24,011,616",Pixels,Sony Pictures Releasing,"July 16, 2015 (South Korea)",PG-13,1 hr 45 min,,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","['Adam Sandler', 'Kevin James', 'Michelle Monaghan', 'Peter Dinklage']","['Chris Columbus', 'Tim Herlihy', 'Timothy Dowling', 'Tim Herlihy', 'Patrick Jean', 'Michael Barnathan', 'Chris Columbus', 'Allen Covert', 'Mark Radcliffe', 'Adam Sandler', 'Henry Jackman', 'Amir Mokri', 'Peck Prior', 'Hughes Winborne', 'Peter Wenham']"
"$38,740,203",Daddy's Home,Paramount Pictures,"December 24, 2015 (APAC)",PG-13,1 hr 36 min,Comedy Family,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.","['Will Ferrell', 'Mark Wahlberg', 'Linda Cardellini', 'Thomas Haden Church']","['Sean Anders', 'Brian Burns', 'Sean Anders', 'John Morris', 'Brian Burns', 'Will Ferrell', 'Chris Henchy', 'Adam McKay', 'John Morris', 'Michael Andrews', 'Julio Macat', 'Eric Kissack', 'Brad Wilhite', 'Clayton Hartley']"
"$29,085,719",Spy,Twentieth Century Fox,"May 21, 2015 (APAC)",R,2 hr,,A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer and prevent diabolical global disaster.,"['Melissa McCarthy', 'Rose Byrne', 'Jude Law', 'Jason Statham']","['Paul Feig', 'Paul Feig', 'Peter Chernin', 'Paul Feig', 'Jessie Henderson', 'Jenno Topping', 'Theodore Shapiro', 'Robert D. Yeoman', 'Melissa Bretherton', 'Brent White', 'Jefferson Sage']"
"$14,287,159",Alvin and the Chipmunks: The Road Chip,Twentieth Century Fox,"December 18, 2015 (Domestic)",PG,1 hr 32 min,Adventure Comedy Family Fantasy Music Musical,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,"['Jason Lee', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney']","['Walt Becker', 'Ross Bagdasarian', 'Janice Karman', 'Randi Mayem Singer', 'Adam Sztykiel', 'Ross Bagdasarian Jr.', 'Janice Karman', 'Mark Mothersbaugh', 'Peter Lyons Collister', 'Ryan Folsey', 'Richard Holland']"
"$363,949",Goodbye Mr. Loser,China Lion Film Distribution,"September 25, 2015 (China)",,1 hr 44 min,Comedy Drama Fantasy Romance,"After attending a wedding of his high school crush Qiuya, Xia Luo gets drunk embarrassing himself and angers his wife Ma Dongmei.","['Teng Shen', 'Li Ma', 'Zheng Yin', 'Lun Ai']","['Da-Mo Peng', 'Fei Yan', 'Da-Mo Peng', 'Fei Yan', 'Hongtao Liu', 'Tian Tian', 'Dongdong Dong', 'Ming Sun', 'Yuan Du', 'Derek Hui']"
"$33,507,870",Ted 2,Universal Pictures,"June 19, 2015 (Bulgaria)",R,1 hr 55 min,,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.","['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Jessica Barth']","['Seth MacFarlane', 'Seth MacFarlane', 'Alec Sulkin', 'Wellesley Wild', 'Seth MacFarlane', 'Jason Clark', 'John Jacobs', 'Seth MacFarlane', 'Scott Stuber', 'Walter Murphy', 'Michael Barrett', 'Jeff Freeman', 'Stephen J. Lineweaver']"
"$33,028,165",Tomorrowland,Walt Disney Studios Motion Pictures,"May 20, 2015 (EMEA)",PG,2 hr 10 min,,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.","['George Clooney', 'Britt Robertson', 'Hugh Laurie', 'Raffey Cassidy']","['Brad Bird', 'Damon Lindelof', 'Brad Bird', 'Damon Lindelof', 'Brad Bird', 'Jeff Jensen', 'Brad Bird', 'Jeffrey Chernov', 'Damon Lindelof', 'Michael Giacchino', 'Claudio Miranda', 'Walter Murch', 'Craig Wood', 'Scott Chambliss']"
"$7,222,035",Everest,Universal Pictures,"September 10, 2015 (Peru)",PG-13,2 hr 1 min,,"On May 10, 1996, mountain guides Rob Hall and Scott Fischer combine their expedition teams for a final ascent to the summit of Mount Everest. With little warning, a storm strikes the mountain and the climbers must now battle to survive.","['Jason Clarke', 'Ang Phula Sherpa', 'Thomas M. Wright', 'Martin Henderson']","['Baltasar Kormákur', 'William Nicholson', 'Simon Beaufoy', 'Nicky Kentish Barnes', 'Tim Bevan', 'Eric Fellner', 'Baltasar Kormákur', 'Brian Oliver', 'Tyler Thompson', 'Dario Marianelli', 'Salvatore Totino', 'Mick Audsley', 'Gary Freeman']"
"$60,200,180",Straight Outta Compton,Universal Pictures,"August 14, 2015 (Domestic)",R,2 hr 27 min,,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.","[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.']","['F. Gary Gray', 'Jonathan Herman', 'Andrea Berloff', 'S. Leigh Savidge', 'Alan Wenkus', 'Andrea Berloff', 'Matt Alvarez', 'Scott Bernstein', 'Dr. Dre', 'F. Gary Gray', 'Ice Cube', 'Tomica Wright', 'Joseph Trapanese', 'Matthew Libatique', 'Billy Fox', 'Michael Tronick', 'Shane Valentino']"
"$17,728,313",The Intern,Warner Bros.,"September 24, 2015 (20 markets)",PG-13,2 hr 1 min,,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.","['Robert De Niro', 'Anne Hathaway', 'Rene Russo', 'Anders Holm']","['Nancy Meyers', 'Nancy Meyers', 'Suzanne Farwell', 'Nancy Meyers', 'Theodore Shapiro', 'Stephen Goldblatt', 'Robert Leighton', 'Kristi Zea']"
,Jian Bing Man,,"July 17, 2015 (China)",,1 hr 53 min,Comedy,"A story of a disgraced actor struggling to find a way back to the top, finding the meaning of true friends on the way.","['Da Peng', 'Shanshan Yuan', 'Yan Liu', 'Sandra Kwan Yue Ng']","['Da Peng', 'Da Peng', 'Biao Su', 'Yedda Zhixi Chen', 'Tian Tian', 'Yingjun Zhao', 'Danny Chen', 'Yiran Tu']"
"$18,372,372",Jupiter Ascending,Warner Bros.,"February 4, 2015 (APAC, EMEA)",PG-13,2 hr 7 min,,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,"['Channing Tatum', 'Mila Kunis', 'Eddie Redmayne', 'Sean Bean']","['Lana Wachowski', 'Lilly Wachowski', 'Lilly Wachowski', 'Lana Wachowski', 'Grant Hill', 'Lana Wachowski', 'Lilly Wachowski', 'Michael Giacchino', 'John Toll', 'Alexander Berner', 'Hugh Bateup']"
"$29,632,823",Creed,Warner Bros.,"November 25, 2015 (Domestic)",PG-13,2 hr 13 min,,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']","['Ryan Coogler', 'Ryan Coogler', 'Aaron Covington', 'Ryan Coogler', 'Sylvester Stallone', 'Sylvester Stallone', 'Sylvester Stallone', 'Robert Chartoff', 'William Chartoff', 'Sylvester Stallone', 'Kevin King Templeton', 'Charles Winkler', 'David Winkler', 'Irwin Winkler', 'Ludwig Göransson', 'Maryse Alberti', 'Claudia Castello', 'Michael P. Shawver', 'Hannah Beachler']"
"$25,685,737",Fantastic Four,Twentieth Century Fox,"August 5, 2015 (APAC, EMEA)",PG-13,1 hr 40 min,,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,"['Miles Teller', 'Kate Mara', 'Michael B. Jordan', 'Jamie Bell']","['Josh Trank', 'Jeremy Slater', 'Simon Kinberg', 'Josh Trank', 'Stan Lee', 'Jack Kirby', 'Gregory Goodman', 'Simon Kinberg', 'Robert Kulzer', 'Hutch Parker', 'Matthew Vaughn', 'Marco Beltrami', 'Philip Glass', 'Matthew Jensen', 'Elliot Greenberg', 'Stephen E. Rivkin', 'Molly Hughes', 'Chris Seagers']"
"$15,371,203",Bridge of Spies,Walt Disney Studios Motion Pictures,"October 14, 2015 (Philippines)",PG-13,2 hr 22 min,,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","['Tom Hanks', 'Mark Rylance', 'Alan Alda', 'Amy Ryan']","['Steven Spielberg', 'Matt Charman', 'Ethan Coen', 'Joel Coen', 'Kristie Macosko Krieger', 'Marc Platt', 'Steven Spielberg', 'Thomas Newman', 'Janusz Kaminski', 'Michael Kahn', 'Adam Stockhausen']"
,From Vegas to Macau II,,"February 19, 2015 (APAC, China)",,1 hr 49 min,Action Adventure Comedy Thriller,'Magic Hand' Ken is living a luxurious life away from the stresses of the gambling world and the inevitable criminal elements.,"['Pak-Cheung Chan', 'Nick Cheung', 'David Chiang', 'Daniel Garcia']","['Jing Wong', 'Jing Wong', 'Andrew Lau', 'Kwong Wing Chan', 'Yu-peng Chen', 'Man Keung Cho', 'Wai-Chiu Chung', 'Andrew Cheuk']"
"$18,685,137",Focus,Warner Bros.,"February 25, 2015 (APAC, EMEA)",R,1 hr 45 min,,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.","['Will Smith', 'Margot Robbie', 'Rodrigo Santoro', 'Adrian Martinez']","['Glenn Ficarra', 'John Requa', 'Glenn Ficarra', 'John Requa', 'Denise Di Novi', 'Nick Urata', 'Xavier Grobet', 'Jan Kovác', 'Beth Mickle']"
"$23,618,556",Goosebumps,Sony Pictures Releasing,"October 14, 2015 (Malaysia)",PG,1 hr 43 min,,"A teenager teams up with the daughter of young-adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.","['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Ryan Lee']","['Rob Letterman', 'Darren Lemke', 'Scott Alexander', 'Larry Karaszewski', 'R.L. Stine', 'Deborah Forte', 'Neal H. Moritz', 'Danny Elfman', 'Javier Aguirresarobe', 'Jim May', 'Sean Haworth']"
"$784,839",Ip Man 3,Well Go USA Entertainment,"December 24, 2015 (APAC)",PG-13,1 hr 45 min,Action Biography Drama History,"When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.","['Donnie Yen', 'Lynn Xiong', 'Jin Zhang', 'Mike Tyson']","['Wilson Yip', 'Tai-Lee Chan', 'Lai-Yin Leung', 'Edmond Wong', 'Alvina Wong', 'Edmond Wong', 'Raymond Pak-Ming Wong', 'Kenji Kawai', 'Kenny Tse', 'Ka-Fai Cheung', 'Kwok-Keung Mak']"
"$4,610,676",The Hateful Eight,The Weinstein Company,"December 25, 2015 (Domestic)",R,2 hr 48 min,,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.","['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']","['Quentin Tarantino', 'Quentin Tarantino', 'Richard N. Gladstein', 'Shannon McIntosh', 'Stacey Sher', 'Ennio Morricone', 'Robert Richardson', 'Fred Raskin', 'Yôhei Taneda']"
,Monkey King: Hero Is Back,,"July 2, 2015 (China)",PG,1 hr 29 min,Action Adventure Animation Comedy Family Fantasy,"The all-powerful Monkey King was imprisoned by the Gods for 500 years, but when a child releases him from his curse, the Monkey King must now save an innocent village from the evil Mountain Lord and his monstrous army.","['Lei Zhang', 'Zijie Lin', 'Wenlun Wu', 'Zirong Tong']","['Xiaopeng Tian', 'Cory Edwards', 'Stephanie Sheh', 'Xiaopeng Tian', 'Hui Liang', 'Ning Lin', 'Wei Lu', 'Yongan Xu', 'Feng Yi', 'Florian Linckus', 'Ying-Wah Wong', 'Hu Liu', 'Xiaohu Liu', 'Qing Zhu']"
"$14,123,903",Gods of Egypt,Lionsgate Films,"February 25, 2015 (New Zealand)",PG-13,2 hr 7 min,,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","['Brenton Thwaites', 'Nikolaj Coster-Waldau', 'Gerard Butler', 'Chadwick Boseman']","['Alex Proyas', 'Matt Sazama', 'Burk Sharpless', 'Basil Iwanyk', 'Alex Proyas', 'Marco Beltrami', 'Peter Menzies Jr.', 'Richard Learoyd', 'Owen Paterson']"
"$10,812,861",The Last Witch Hunter,Lionsgate Films,"October 21, 2015 (APAC, EMEA)",PG-13,1 hr 46 min,,The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,"['Vin Diesel', 'Rose Leslie', 'Elijah Wood', 'Ólafur Darri Ólafsson']","['Breck Eisner', 'Cory Goodman', 'Matt Sazama', 'Burk Sharpless', 'Mark Canton', 'Vin Diesel', 'Bernie Goldmann', 'Steve Jablonsky', 'Dean Semler', 'Chris Lebenzon', 'Dean Zimmerman', 'Julie Berghoff']"
"$30,097,040",Trainwreck,Universal Pictures,"July 17, 2015 (Domestic)",R,2 hr 5 min,,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.","['Amy Schumer', 'Bill Hader', 'Brie Larson', 'Colin Quinn']","['Judd Apatow', 'Amy Schumer', 'Judd Apatow', 'Barry Mendel', 'Jon Brion', 'Jody Lee Lipes', 'William Kerr', 'Paul Zucker', 'Kevin Thompson']"
,Your connection was interrupted,,,,,,,,
"$9,800,252",Point Break,Warner Bros.,"December 2, 2015 (Philippines)",PG-13,1 hr 54 min,,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.","['Edgar Ramírez', 'Luke Bracey', 'Ray Winstone', 'Teresa Palmer']","['Ericson Core', 'Kurt Wimmer', 'Rick King', 'W. Peter Iliff', 'Kurt Wimmer', 'W. Peter Iliff', 'Rick King', 'W. Peter Iliff', 'John Baldecchi', 'Broderick Johnson', 'Andrew A. Kosove', 'Christopher Taylor', 'David Valdes', 'Kurt Wimmer', 'Tom Holkenborg', 'Ericson Core', 'John Duffy', 'Gerald B. Greenberg', 'Thom Noble', 'Udo Kramer']"
"$705,527",The Big Short,Paramount Pictures,"January 14, 2015 (New Zealand)",R,2 hr 10 min,,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.","['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt']","['Adam McKay', 'Charles Randolph', 'Adam McKay', 'Michael Lewis', 'Dede Gardner', 'Jeremy Kleiner', 'Arnon Milchan', 'Brad Pitt', 'Nicholas Britell', 'Barry Ackroyd', 'Hank Corwin', 'Clayton Hartley']"
"$15,315,435",Pan,Warner Bros.,"September 24, 2015 (Australia)",PG,1 hr 51 min,,"Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny: to become the hero who will be forever known as Peter Pan.","['Levi Miller', 'Hugh Jackman', 'Garrett Hedlund', 'Rooney Mara']","['Joe Wright', 'Jason Fuchs', 'J.M. Barrie', 'Greg Berlanti', 'Sarah Schechter', 'Paul Webster', 'John Powell', 'John Mathieson', 'Seamus McGarvey', 'William Hoy', 'Paul Tothill', 'Aline Bonetto']"
"$280,281",Detective Chinatown,China Lion Film Distribution,"January 14, 2015 (New Zealand)",,2 hr 16 min,Action Comedy Mystery,"After being rejected from the police academy, a mild-mannered young man travels to Bangkok where he and an energetic distant relative must solve a murder case.","['Baoqiang Wang', 'Haoran Liu', 'He Chen', 'Liya Tong']","['Sicheng Chen', 'He Bai', 'Sicheng Chen', 'Jiake Cheng', 'Kai Liu', 'Yedda Zhixi Chen', 'Felix Liu', 'Haipeng Wang', 'Jerry Ye', 'Nathan Wang', 'Jie Du', 'Chi Wai Chan']"
