,Release Group,Worldwide,Domestic,Foreign,Year
2475,Masquerade,94268432.0,922921.0,93345511.0,2012
2476,Brave Hearts: Umizaru,91884352.0,0.0,91884352.0,2012
2477,This Is 40,88215156.0,67544505.0,20670651.0,2012
2478,The Thieves,87126367.0,685839.0,86440528.0,2012
2479,The Possession,85446075.0,49130154.0,36315921.0,2012
2480,What to Expect When You're Expecting,84384002.0,41152203.0,43231799.0,2012
2481,Savages,82966152.0,47382068.0,35584084.0,2012
2482,Sinister,82515113.0,48086903.0,34428210.0,2012
2483,Act of Valor,82497035.0,70012847.0,12484188.0,2012
2484,Frankenweenie,81491068.0,35291068.0,46200000.0,2012
2485,The Grey,79781695.0,51580236.0,28201459.0,2012
2486,Diary of a Wimpy Kid: Dog Days,77229695.0,49008662.0,28221033.0,2012
2487,Thermae Romae,74285251.0,0.0,74285251.0,2012
2488,One Piece Film Z,74223861.0,0.0,74223861.0,2012
2489,To Rome with Love,73244881.0,16685867.0,56559014.0,2012
2490,Here Comes the Boom,73100172.0,45290318.0,27809854.0,2012
2491,Bayside Shakedown the Final,72867395.0,0.0,72867395.0,2012
2492,The Cabin in the Woods,69935600.0,42073277.0,27862323.0,2012
2493,Finding Nemo 2012 3D Release,69328283.0,41128283.0,28200000.0,2012
2494,Anna Karenina,68929150.0,12816367.0,56112783.0,2012
2495,The Watch,68267862.0,35353000.0,32914862.0,2012
2496,Moonrise Kingdom,68263166.0,45512466.0,22750700.0,2012
2497,The Secret of the Gods,67537798.0,0.0,67537798.0,2012
2498,Madea's Witness Protection,66899242.0,65653242.0,1246000.0,2012
2499,Beauty and the Beast 2012 3D Release,62008601.0,47617067.0,14391534.0,2012
2500,Astérix and Obélix: God Save Britannia,61319383.0,0.0,61319383.0,2012
2501,Evangelion: 3.0 You Can (Not) Redo,60488344.0,174945.0,60313399.0,2012
2502,Quartet,59520298.0,18390117.0,41130181.0,2012
2503,Rock of Ages,59418613.0,38518613.0,20900000.0,2012
2504,That's My Boy,57719093.0,36931089.0,20788004.0,2012
2505,The Odd Life of Timothy Green,56012642.0,51854875.0,4157767.0,2012
2506,Lawless,55404159.0,37400127.0,18004032.0,2012
2507,End of Watch,55078146.0,41003371.0,14074775.0,2012
2508,Wolf Children,54984346.0,0.0,54984346.0,2012
2509,The Three Stooges,54819301.0,44338224.0,10481077.0,2012
2510,The Five-Year Engagement,54169363.0,28835528.0,25333835.0,2012
2511,Red Dawn,50950296.0,44806783.0,6143513.0,2012
2512,Red Tails,50365498.0,49876377.0,489121.0,2012
2513,"Monsters, Inc. 2012 3D Release",50207820.0,34043006.0,16164814.0,2012
2514,HOUBA! On the Trail of the Marsupilami,50146474.0,0.0,50146474.0,2012
2515,Tad: The Lost Explorer,49490859.0,0.0,49490859.0,2012
2516,A Turtle's Tale 2: Sammy's Escape from Paradise,49261830.0,0.0,49261830.0,2012
2517,Trouble with the Curve,48963137.0,35763137.0,13200000.0,2012
2518,Man on a Ledge,47636031.0,18620000.0,29016031.0,2012
2519,A Werewolf Boy,46282588.0,342922.0,45939666.0,2012
2520,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,46180706.0,0.0,46180706.0,2012
2521,Gekijouban Tenpesuto 3D 2012 Re-release,46008255.0,0.0,46008255.0,2012
2522,Detective Conan: The Eleventh Striker,44369456.0,0.0,44369456.0,2012
2523,House at the End of the Street,44287131.0,31611916.0,12675215.0,2012
2524,The Guilt Trip,41863726.0,37134215.0,4729511.0,2012
2525,Safe,41564670.0,17142080.0,24422590.0,2012
2526,Dredd,41037742.0,13414714.0,27623028.0,2012
2527,La vérité si je mens! 3,40928635.0,0.0,40928635.0,2012
2528,Always: Sunset on Third Street '64,40923305.0,0.0,40923305.0,2012
2529,Chernobyl Diaries,38390020.0,18119640.0,20270380.0,2012
2530,Killing Them Softly,37930465.0,15026056.0,22904409.0,2012
2531,Rurouni Kenshin Part I: Origins,37654579.0,0.0,37654579.0,2012
2532,The Tower,36512327.0,0.0,36512327.0,2012
2533,Conquest 1453,35797045.0,35730.0,35761315.0,2012
2534,Good Deeds,35579177.0,35025791.0,553386.0,2012
2535,Arbitrage,35485056.0,7919574.0,27565482.0,2012
2536,Welcome to the North,34995189.0,0.0,34995189.0,2012
2537,Chimpanzee,34823764.0,28972764.0,5851000.0,2012
2538,Alex Cross,34618867.0,25888412.0,8730455.0,2012
2539,Salmon Fishing in the Yemen,34564651.0,9047981.0,25516670.0,2012
2540,Haywire,34513760.0,18942396.0,15571364.0,2012
2541,Adventures in Zambezia,34428345.0,0.0,34428345.0,2012
2542,Cirque du Soleil: Worlds Away,34153101.0,12512862.0,21640239.0,2012
2543,Three Heroes on Distant Shores,33674759.0,0.0,33674759.0,2012
2544,2016: Obama's America,33449086.0,33449086.0,0.0,2012
2545,The Perks of Being a Wallflower,33384127.0,17742948.0,15641179.0,2012
2546,Lockout,32948113.0,14326864.0,18621249.0,2012
2547,Bait,32813407.0,0.0,32813407.0,2012
2548,Part of Me,32726956.0,25326071.0,7400885.0,2012
2549,Nameless Gangster: Rules of the Time,32472645.0,0.0,32472645.0,2012
2550,Movie 43,32438988.0,8840453.0,23598535.0,2012
2551,The Floating Castle,31967471.0,0.0,31967471.0,2012
2552,The Neighbors,31949315.0,0.0,31949315.0,2012
2553,The Dream Team,31822402.0,0.0,31822402.0,2012
2554,What's in a Name?,31303580.0,8111.0,31295469.0,2012
2555,Joyful Noise,31158113.0,30932113.0,226000.0,2012
2556,Premium Rush,31083599.0,20275446.0,10808153.0,2012
2557,Playing for Keeps,30962335.0,13103272.0,17859063.0,2012
2558,The Four,30505808.0,0.0,30505808.0,2012
2559,The Grand Heist,30158762.0,0.0,30158762.0,2012
2560,The Raven,29699345.0,16008272.0,13691073.0,2012
2561,Amour,29652180.0,6739492.0,22912688.0,2012
2562,All About My Wife,29382038.0,0.0,29382038.0,2012
2563,Seven Psychopaths,29347202.0,15024049.0,14323153.0,2012
2564,Rowdy Rathore,29342463.0,777373.0,28565090.0,2012
2565,SPEC: Heaven,29023960.0,0.0,29023960.0,2012
2566,We Were There: True Love,28876929.0,0.0,28876929.0,2012
2567,Bol Bachchan,28775262.0,1216258.0,27559004.0,2012
2568,Deranged,28444173.0,0.0,28444173.0,2012
2569,The Master,28258060.0,16377274.0,11880786.0,2012
2570,Hitchcock,27039669.0,6008677.0,21030992.0,2012
2571,Dearest,26723916.0,0.0,26723916.0,2012
2572,Architecture 101,26642354.0,0.0,26642354.0,2012
2573,Dancing Queen,26411266.0,0.0,26411266.0,2012
2574,Lesson of the Evil,26167224.0,0.0,26167224.0,2012
2575,Agneepath,26001696.0,1986748.0,24014948.0,2012
2576,Rust and Bone,25807712.0,2062027.0,23745685.0,2012
2577,Head Over Heels 2,25402893.0,0.0,25402893.0,2012
2578,On the Other Side of the Tracks,25109572.0,9572.0,25100000.0,2012
2579,Helter Skelter,25066699.0,0.0,25066699.0,2012
2580,The Last Tycoon,25009914.0,0.0,25009914.0,2012
2581,Housefull 2,24922847.0,1791780.0,23131067.0,2012
2582,Big Miracle,24719215.0,20157300.0,4561915.0,2012
2583,Sparkle,24637800.0,24397469.0,240331.0,2012
2584,The Players,24629152.0,10854.0,24618298.0,2012
2585,Liar Game: Reborn,24549726.0,0.0,24549726.0,2012
2586,I Want You,23961214.0,0.0,23961214.0,2012
2587,Turkish for Beginners,23952712.0,0.0,23952712.0,2012
2588,Wanderlust,23812816.0,17450535.0,6362281.0,2012
2589,"Little Brother, Big Trouble: A Christmas Adventure",23785681.0,0.0,23785681.0,2012
2590,To the Arctic 3D,23695388.0,14560838.0,9134550.0,2012
2591,Hotaru the Movie: It's Only a Little Light in My Life,22975341.0,0.0,22975341.0,2012
2592,Kon-Tiki,22842887.0,1517410.0,21325477.0,2012
2593,Fall in Love Like a Star,22640355.0,0.0,22640355.0,2012
2594,Upside Down,22187813.0,105095.0,22082718.0,2012
2595,Unbowed,22132903.0,0.0,22132903.0,2012
2596,Confession of Murder,21701525.0,0.0,21701525.0,2012
2597,StreetDance 2 2012 Re-release,21638853.0,0.0,21638853.0,2012
2598,2012 2012 Re-release,21538353.0,0.0,21538353.0,2012
2599,Beasts of the Southern Wild,21107746.0,12795746.0,8312000.0,2012
2600,Harry Potter and the Deathly Hallows: Part 2,1341511219.0,381011219.0,960500000.0,2011
2601,Transformers: Dark of the Moon,1123794079.0,352390543.0,771403536.0,2011
2602,Pirates of the Caribbean: On Stranger Tides,1045713802.0,241071802.0,804642000.0,2011
2603,The Twilight Saga: Breaking Dawn - Part 1,712205856.0,281287133.0,430918723.0,2011
2604,Mission: Impossible - Ghost Protocol,694713380.0,209397903.0,485315477.0,2011
2605,Kung Fu Panda 2,665692281.0,165249063.0,500443218.0,2011
2606,Fast Five,626137675.0,209837675.0,416300000.0,2011
2607,The Hangover Part II,586764305.0,254464305.0,332300000.0,2011
2608,The Smurfs,563749323.0,142614158.0,421135165.0,2011
2609,Cars 2,559852396.0,191452396.0,368400000.0,2011
2610,Puss in Boots,554987477.0,149260504.0,405726973.0,2011
2611,Sherlock Holmes: A Game of Shadows,543848418.0,186848418.0,357000000.0,2011
2612,Rio,483866518.0,143619809.0,340246709.0,2011
2613,Rise of the Planet of the Apes,481800873.0,176760185.0,305040688.0,2011
2614,Thor,449326618.0,181030624.0,268295994.0,2011
2615,The Intouchables,426588510.0,10198820.0,416389690.0,2011
2616,The Adventures of Tintin,373993951.0,77591831.0,296402120.0,2011
2617,Captain America: The First Avenger,370569774.0,176654505.0,193915269.0,2011
2618,X-Men: First Class,352616690.0,146408305.0,206208385.0,2011
2619,Alvin and the Chipmunks: Chipwrecked,342695435.0,133110742.0,209584693.0,2011
2620,Real Steel,299268508.0,85468508.0,213800000.0,2011
2621,Bridesmaids,288383523.0,169106725.0,119276798.0,2011
2622,Super 8,260095986.0,127004179.0,133091807.0,2011
2623,Rango,245724603.0,123477607.0,122246996.0,2011
2624,Green Lantern,237201172.0,116601172.0,120600000.0,2011
2625,The Girl with the Dragon Tattoo,232617430.0,102515793.0,130101637.0,2011
2626,The Green Hornet,227817248.0,98780042.0,129037206.0,2011
2627,Immortals,226904017.0,83504017.0,143400000.0,2011
2628,The Help,216639112.0,169708112.0,46931000.0,2011
2629,Bad Teacher,216197492.0,100292856.0,115904636.0,2011
2630,Just Go with It,214945591.0,103028109.0,111917482.0,2011
2631,Battle Los Angeles,211819354.0,83552429.0,128266925.0,2011
2632,Horrible Bosses,209838559.0,117538559.0,92300000.0,2011
2633,Paranormal Activity 3,207039844.0,104028807.0,103011037.0,2011
2634,Gnomeo & Juliet,193967670.0,99967670.0,94000000.0,2011
2635,Mr. Popper's Penguins,187361754.0,68224452.0,119137302.0,2011
2636,Hugo,185770160.0,73864507.0,111905653.0,2011
2637,The Lion King 2011 3D Release,185542001.0,94242001.0,91300000.0,2011
2638,Hop,183953723.0,108085305.0,75868418.0,2011
2639,War Horse,177584879.0,79884879.0,97700000.0,2011
2640,The Descendants,177243185.0,82584160.0,94659025.0,2011
2641,Cowboys & Aliens,174822325.0,100240551.0,74581774.0,2011
2642,In Time,173930596.0,37520095.0,136410501.0,2011
2643,Zookeeper,169852759.0,80360843.0,89491916.0,2011
2644,The Muppets,165184237.0,88631237.0,76553000.0,2011
2645,Limitless,161849455.0,79249455.0,82600000.0,2011
2646,Johnny English Reborn,160078586.0,8305970.0,151772616.0,2011
2647,Happy Feet Two,159196259.0,64006466.0,95189793.0,2011
2648,Final Destination 5,157887643.0,42587643.0,115300000.0,2011
2649,Tower Heist,152930623.0,78046570.0,74884053.0,2011
2650,Midnight in Paris,151672318.0,56817045.0,94855273.0,2011
2651,I Am Number Four,149878437.0,55100437.0,94778000.0,2011
2652,Jack and Jill,149673788.0,74158157.0,75515631.0,2011
2653,Friends with Benefits,149542245.0,55802754.0,93739491.0,2011
2654,No Strings Attached,149228077.0,70662220.0,78565857.0,2011
2655,Arthur Christmas,147419472.0,46462469.0,100957003.0,2011
2656,Source Code,147332697.0,54712227.0,92620470.0,2011
2657,"Crazy, Stupid, Love.",145051197.0,84351197.0,60700000.0,2011
2658,New Year's Eve,142044638.0,54544638.0,87500000.0,2011
2659,Contagion,136515867.0,75658097.0,60857770.0,2011
2660,Unknown,135710029.0,63686397.0,72023632.0,2011
2661,The Artist,133432856.0,44671682.0,88761174.0,2011
2662,The Three Musketeers,132274484.0,20374484.0,111900000.0,2011
2663,We Bought a Zoo,120081841.0,75624550.0,44457291.0,2011
2664,Hankyu Railways - A 15-minute Miracle,118799256.0,0.0,118799256.0,2011
2665,Water for Elephants,117094902.0,58709717.0,58385185.0,2011
2666,The Iron Lady,115890699.0,30017992.0,85872707.0,2011
2667,Moneyball,110206216.0,75605492.0,34600724.0,2011
2668,Insidious,99557032.0,54009150.0,45547882.0,2011
2669,Justin Bieber: Never Say Never,99036827.0,73013910.0,26022917.0,2011
2670,Paul,97984015.0,37412945.0,60571070.0,2011
2671,Scream 4,97138686.0,38180928.0,58957758.0,2011
2672,The Rite,96560591.0,33047633.0,63512958.0,2011
2673,Dolphin Tale,95932565.0,72286779.0,23645786.0,2011
2674,Nothing to Declare,93811164.0,0.0,93811164.0,2011
2675,Season of the Witch,91627228.0,24827228.0,66800000.0,2011
2676,Red Riding Hood,90260376.0,37662162.0,52598214.0,2011
2677,Sucker Punch,89792502.0,36392502.0,53400000.0,2011
2678,The Inbetweeners,88823111.0,36000.0,88787111.0,2011
2679,The Lincoln Lawyer,86752352.0,58009200.0,28743152.0,2011
2680,Hall Pass,86157237.0,45060734.0,41096503.0,2011
2681,Spy Kids 4: All the Time in the World,85564310.0,38538188.0,47026122.0,2011
2682,J. Edgar,84920539.0,37306030.0,47614509.0,2011
2683,"Big Mommas: Like Father, Like Son",82686066.0,37915414.0,44770652.0,2011
2684,Abduction,82087155.0,28087155.0,54000000.0,2011
2685,Tinker Tailor Soldier Spy,81244605.0,24149393.0,57095212.0,2011
2686,Priest,78309505.0,29137000.0,49172505.0,2011
2687,Drive,76976666.0,35061555.0,41915111.0,2011
2688,The Ides of March,76338111.0,40962534.0,35375577.0,2011
2689,The Mechanic,76130093.0,29121498.0,47008595.0,2011
2690,The Change-Up,75450437.0,37081475.0,38368962.0,2011
2691,Larry Crowne,75055070.0,35608245.0,39446825.0,2011
2692,Diary of a Wimpy Kid: Rodrick Rules,72526996.0,52698535.0,19828461.0,2011
2693,The Dilemma,69721966.0,48475290.0,21246676.0,2011
2694,Something Borrowed,65100369.0,39046489.0,26053880.0,2011
2695,The Darkest Hour,64626786.0,21443494.0,43183292.0,2011
2696,Hanna,63782078.0,40259119.0,23522959.0,2011
2697,Footloose 2011 Re-release,63543328.0,51802742.0,11740586.0,2011
2698,Conan the Barbarian,63523283.0,21295021.0,42228262.0,2011
2699,Colombiana,63458440.0,36665854.0,26792586.0,2011
2700,From Up on Poppy Hill,61459425.0,1002895.0,60456530.0,2011
2701,What a Beautiful Day,60661950.0,0.0,60661950.0,2011
2702,One Day,59389433.0,13843771.0,45545662.0,2011
2703,The Tree of Life,58409247.0,13303319.0,45105928.0,2011
2704,Beginning of the Great Revival,58309289.0,151000.0,58158289.0,2011
2705,Killer Elite,57084522.0,25124966.0,31959556.0,2011
2706,Gekijouban Tenpesuto 3D,57082491.0,0.0,57082491.0,2011
2707,Silent Hill: Revelation,55362705.0,17529157.0,37833548.0,2011
2708,Extremely Loud & Incredibly Close,55247881.0,31847881.0,23400000.0,2011
2709,Madea's Big Happy Family,54161287.0,53345287.0,816000.0,2011
2710,A Ghost of a Chance,53982636.0,0.0,53982636.0,2011
2711,Sunny,51116421.0,0.0,51116421.0,2011
2712,War of the Arrows,50587661.0,251200.0,50336461.0,2011
2713,Kokowääh,50447784.0,0.0,50447784.0,2011
2714,Winnie the Pooh,49871429.0,26692846.0,23178583.0,2011
2715,Arthur,48147945.0,33035397.0,15112548.0,2011
2716,Soul Surfer,47120948.0,43853424.0,3267524.0,2011
2717,The Debt,45636368.0,31177548.0,14458820.0,2011
2718,Beastly,43202283.0,27865571.0,15336712.0,2011
2719,Detective Conan: Quarter of Silence,42808575.0,0.0,42808575.0,2011
2720,Shaolin,42741494.0,66099.0,42675395.0,2011
2721,Born to Be Wild,41644475.0,25978556.0,15665919.0,2011
2722,Shark Night,41363927.0,18877153.0,22486774.0,2011
2723,50/50,41097853.0,35014192.0,6083661.0,2011
2724,Fright Night,41002607.0,18302607.0,22700000.0,2011
2725,Drive Angry,40909909.0,10721033.0,30188876.0,2011
2726,30 Minutes or Less,40662632.0,37053924.0,3608708.0,2011
2727,Gantz,40568961.0,0.0,40568961.0,2011
2728,The Roommate,40492652.0,37300000.0,3192652.0,2011
2729,SP: The Motion Picture II,40255101.0,0.0,40255101.0,2011
2730,Dream House,39984400.0,21302340.0,18682060.0,2011
2731,Monte Carlo,39782683.0,23186769.0,16595914.0,2011
2732,Kaibutsu-kun: The Movie,39766344.0,0.0,39766344.0,2011
2733,Mars Needs Moms,39233678.0,21392758.0,17840920.0,2011
2734,The Crown Jewels,39000000.0,0.0,39000000.0,2011
2735,Don't Be Afraid of the Dark,38269529.0,24046682.0,14222847.0,2011
2736,Jumping the Broom,38158601.0,37295394.0,863207.0,2011
2737,One for the Money,38080789.0,26414527.0,11666262.0,2011
2738,The Eagle,37989684.0,19490041.0,18499643.0,2011
2739,A Very Harold & Kumar Christmas,36192775.0,35061031.0,1131744.0,2011
2740,Ra.One,35911689.0,2511689.0,33400000.0,2011
2741,Courageous,35185884.0,34522221.0,663663.0,2011
2742,My Week with Marilyn,35057696.0,14600347.0,20457349.0,2011
2743,The Sitter,34942188.0,30441326.0,4500862.0,2011
2744,Jane Eyre,34710627.0,11242660.0,23467967.0,2011
2745,The Skin I Live In,33678406.0,3185812.0,30492594.0,2011
2746,Gantz: Perfect Answer,33672515.0,0.0,33672515.0,2011
2747,Punch,33556725.0,0.0,33556725.0,2011
2748,Detective K: Secret of Virtuous Widow,32358664.0,0.0,32358664.0,2011
2749,Bodyguard,31516209.0,1834384.0,29681825.0,2011
2750,The Thing,31505287.0,16928670.0,14576617.0,2011
2751,I Don't Know How She Does It,31410151.0,9662284.0,21747867.0,2011
2752,"All's Well, Ends Well 2011",31335572.0,0.0,31335572.0,2011
2753,Vysotsky. Thank You for Being Alive,31016553.0,0.0,31016553.0,2011
2754,Silenced,30996130.0,0.0,30996130.0,2011
2755,African Cats,30857747.0,15428747.0,15429000.0,2011
2756,A Dangerous Method,30519436.0,5704709.0,24814727.0,2011
2757,What's Your Number?,30426096.0,14011084.0,16415012.0,2011
2758,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,30236973.0,0.0,30236973.0,2011
2759,Eternal Moment,30186159.0,0.0,30186159.0,2011
2760,The Rum Diary,30134958.0,13109815.0,17025143.0,2011
2761,My Own Swordsman,30082188.0,0.0,30082188.0,2011
2762,Carnage,30035225.0,2547047.0,27488178.0,2011
2763,You Are the Apple of My Eye,29843025.0,0.0,29843025.0,2011
2764,Torrente 4: Lethal Crisis,29737384.0,0.0,29737384.0,2011
2765,The Sorcerer and the White Snake,29649716.0,0.0,29649716.0,2011
2766,Unfair: The Answer,29166054.0,0.0,29166054.0,2011
2767,Dragon,29140858.0,0.0,29140858.0,2011
2768,Yolki 2,28719002.0,0.0,28719002.0,2011
2769,Your Highness,28013733.0,21596445.0,6417288.0,2011
2770,Love Strikes!,27707149.0,0.0,27707149.0,2011
2771,The Women on the 6th Floor,27533970.0,719823.0,26814147.0,2011
2772,Letters to Santa,26923513.0,0.0,26923513.0,2011
2773,A Monster in Paris,26710392.0,0.0,26710392.0,2011
2774,Ivan Tsarevich & the Grey Wolf,26420475.0,0.0,26420475.0,2011
2775,Apollo 18,26236153.0,17687709.0,8548444.0,2011
2776,Our Idiot Brother,25804448.0,24816118.0,988330.0,2011
2777,Eyyvah Eyvah 2,24792348.0,0.0,24792348.0,2011
2778,Ready,24663361.0,955148.0,23708213.0,2011
2779,In His Chart,23384864.0,0.0,23384864.0,2011
2780,Warrior,23308615.0,13657115.0,9651500.0,2011
2781,Hoodwinked Too! Hood vs. Evil,23167844.0,10143779.0,13024065.0,2011
2782,Young Adult,22939027.0,16311571.0,6627456.0,2011
2783,Andalucia: Revenge of the Goddess,22929221.0,0.0,22929221.0,2011
2784,A Separation,22926076.0,7099055.0,15827021.0,2011
2785,Qualunquemente,22862029.0,0.0,22862029.0,2011
2786,Friends: Naki on the Monster Island,22537428.0,0.0,22537428.0,2011
2787,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,22313925.0,0.0,22313925.0,2011
2788,Gooische vrouwen,22194574.0,0.0,22194574.0,2011
2789,The Immature,21858834.0,0.0,21858834.0,2011
2790,Pleasant Goat and Big Big Wolf 3,21847806.0,0.0,21847806.0,2011
2791,Quick,21561934.0,0.0,21561934.0,2011
2792,K-On! The Movie,21434003.0,0.0,21434003.0,2011
2793,Red Dog,21185162.0,0.0,21185162.0,2011
2794,Vicky and the Treasure of the Gods,20796153.0,0.0,20796153.0,2011
2795,The Front Line,20629645.0,11018.0,20618627.0,2011
2796,Polisse,20590872.0,211440.0,20379432.0,2011
2797,Hollywoo,20587850.0,0.0,20587850.0,2011
2798,Scabbard Samurai,20251745.0,0.0,20251745.0,2011
2799,Kaiji 2: The Ultimate Gambler,19971259.0,0.0,19971259.0,2011
2800,Toy Story 3,1066969703.0,415004880.0,651964823.0,2010
2801,Alice in Wonderland,1025467110.0,334191110.0,691276000.0,2010
2802,Harry Potter and the Deathly Hallows: Part 1,960283305.0,295983305.0,664300000.0,2010
2803,Inception,828258695.0,292576195.0,535682500.0,2010
2804,Shrek Forever After,752600867.0,238736787.0,513864080.0,2010
2805,The Twilight Saga: Eclipse,698491347.0,300531751.0,397959596.0,2010
2806,Iron Man 2,623933331.0,312433331.0,311500000.0,2010
2807,Tangled,592461732.0,200821936.0,391639796.0,2010
2808,Despicable Me,543239815.0,251639815.0,291600000.0,2010
2809,How to Train Your Dragon,494878759.0,217581231.0,277297528.0,2010
2810,Clash of the Titans,493214993.0,163214888.0,330000105.0,2010
2811,The King's Speech,423999102.0,135453143.0,288545959.0,2010
2812,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217.0,104386950.0,311299267.0,2010
2813,Tron: Legacy,400062763.0,172062763.0,228000000.0,2010
2814,The Karate Kid,359126022.0,176591618.0,182534404.0,2010
2815,Black Swan,329398046.0,106954678.0,222443368.0,2010
2816,Megamind,321885765.0,148415853.0,173469912.0,2010
2817,Robin Hood,321669741.0,105269730.0,216400011.0,2010
2818,The Last Airbender,319713881.0,131772187.0,187941694.0,2010
2819,Little Fockers,310650585.0,148438600.0,162211985.0,2010
2820,Resident Evil: Afterlife,300228084.0,60128566.0,240099518.0,2010
2821,Shutter Island,294804195.0,128012934.0,166791261.0,2010
2822,Salt,293503354.0,118311368.0,175191986.0,2010
2823,Sex and the City 2,290745055.0,95347692.0,195397363.0,2010
2824,The Tourist,278780441.0,67631157.0,211149284.0,2010
2825,The Expendables,274470394.0,103068524.0,171401870.0,2010
2826,Grown Ups,271430189.0,162001186.0,109429003.0,2010
2827,Knight and Day 2010 Re-release,261930436.0,76423035.0,185507401.0,2010
2828,True Grit,252276927.0,171243005.0,81033922.0,2010
2829,Gulliver's Travels,237382724.0,42779261.0,194603463.0,2010
2830,Percy Jackson & the Olympians: The Lightning Thief,226497209.0,88768303.0,137728906.0,2010
2831,The Social Network,224920315.0,96962694.0,127957621.0,2010
2832,Valentine's Day,216485654.0,110485654.0,106000000.0,2010
2833,The Sorcerer's Apprentice,215283742.0,63150991.0,152132751.0,2010
2834,Due Date,211780824.0,100539043.0,111241781.0,2010
2835,Eat Pray Love,204594016.0,80574010.0,124020006.0,2010
2836,Yogi Bear,203509374.0,100246011.0,103263363.0,2010
2837,RED,199006387.0,90380162.0,108626225.0,2010
2838,Paranormal Activity 2,177512032.0,84752907.0,92759125.0,2010
2839,The A-Team,177238796.0,77222099.0,100016697.0,2010
2840,Jackass 3D,171685792.0,117229692.0,54456100.0,2010
2841,The Other Guys,170458922.0,119219978.0,51238944.0,2010
2842,Unstoppable,167805466.0,81562942.0,86242524.0,2010
2843,Step Up 3D,159291809.0,42400223.0,116891586.0,2010
2844,The Book of Eli,157107755.0,94835059.0,62272696.0,2010
2845,The Town,154026136.0,92186262.0,61839874.0,2010
2846,Date Night,152263880.0,98711404.0,53552476.0,2010
2847,The Secret World of Arrietty,148979794.0,19202743.0,129777051.0,2010
2848,Legend of the Guardians: The Owls of Ga'Hoole,140073390.0,55675313.0,84398077.0,2010
2849,The Wolfman,139789765.0,61979680.0,77810085.0,2010
2850,The Bounty Hunter,136333522.0,67061228.0,69272294.0,2010
2851,Saw 3D,136150434.0,45710178.0,90440256.0,2010
2852,Wall Street: Money Never Sleeps,134748021.0,52474616.0,82273405.0,2010
2853,The Adjustment Bureau,127869379.0,62495645.0,65373734.0,2010
2854,Predators,127233108.0,52000688.0,75232420.0,2010
2855,A Nightmare on Elm Street,115694863.0,63075011.0,52619852.0,2010
2856,Dear John,114991723.0,80014842.0,34969824.0,2010
2857,Cats & Dogs: The Revenge of Kitty Galore,112483764.0,43585753.0,68898011.0,2010
2858,Tooth Fairy,112462508.0,60022256.0,52440252.0,2010
2859,Sanctum,108609310.0,23209310.0,85400000.0,2010
2860,Harmony,107056263.0,0.0,107056263.0,2010
2861,Hereafter,106956330.0,32746941.0,74209389.0,2010
2862,Life as We Know It,105734416.0,53374681.0,52359735.0,2010
2863,Let the Bullets Fly,104723314.0,63012.0,104660302.0,2010
2864,Love & Other Drugs,102820008.0,32367005.0,70453003.0,2010
2865,Aftershock,100293273.0,62962.0,100230311.0,2010
2866,Umizaru 3: The Last Message,98663381.0,0.0,98663381.0,2010
2867,Killers,98159963.0,47059963.0,51100000.0,2010
2868,Kick-Ass,96188903.0,48071303.0,48117600.0,2010
2869,Nanny McPhee Returns,93251121.0,29011215.0,64239906.0,2010
2870,Get Him to the Greek,91720255.0,60974475.0,30745780.0,2010
2871,Burlesque,89519773.0,39440655.0,50079118.0,2010
2872,The Last Song,89137047.0,62950384.0,26186663.0,2010
2873,Dinner for Schmucks,86855739.0,73026337.0,13829402.0,2010
2874,Bayside Shakedown 3: Set the Guys Loose,85347374.0,0.0,85347374.0,2010
2875,Marmaduke,83761844.0,33644788.0,50117056.0,2010
2876,Piranha 3D,83188165.0,25003155.0,58185010.0,2010
2877,Oceans,83090556.0,19422319.0,63668237.0,2010
2878,Blades of Blood 2010 Re-release,82177196.0,0.0,82177196.0,2010
2879,Edge of Darkness,81126522.0,43313890.0,37812632.0,2010
2880,Vampires Suck,80547866.0,36661504.0,43886362.0,2010
2881,Letters to Juliet,79293444.0,53032453.0,26260991.0,2010
2882,The Back-up Plan,77477008.0,37490007.0,39987001.0,2010
2883,Diary of a Wimpy Kid,76196538.0,64003625.0,12192913.0,2010
2884,If You Are the One 2,76085443.0,426894.0,75658549.0,2010
2885,Easy A,75026216.0,58401464.0,16624752.0,2010
2886,Hubble,74249729.0,52522904.0,21726825.0,2010
2887,Pokémon: Zoroark: Master of Illusions,71143529.0,0.0,71143529.0,2010
2888,A Turtle's Tale: Sammy's Adventures,70627617.0,0.0,70627617.0,2010
2889,The Last Exorcism,69432527.0,41034350.0,28398177.0,2010
2890,Takers,69055695.0,57744720.0,11310975.0,2010
2891,Bestseller,68813389.0,0.0,68813389.0,2010
2892,Legion,67918658.0,40168080.0,27750578.0,2010
2893,The American,67876281.0,35606376.0,32269905.0,2010
2894,The Next Three Days,67448651.0,21148651.0,46300000.0,2010
2895,Skyline,66984887.0,21393620.0,45591267.0,2010
2896,Hot Tub Time Machine,64735752.0,50287556.0,14448196.0,2010
2897,Elite Squad 2: The Enemy Within,63618850.0,100119.0,63518731.0,2010
